user_id,cibil_score,account_tier
USR-8075,676,Silver
USR-8076,400,Platinum
USR-8077,691,Platinum
USR-8078,885,Platinum
USR-8079,578,Silver
USR-8080,574,Regular
USR-8081,347,Platinum
USR-8082,317,Platinum
USR-8083,491,Regular
USR-8084,819,Regular
USR-8085,565,Gold
USR-8086,875,Regular
USR-8087,629,Platinum
USR-8088,316,Gold
USR-8089,517,Regular
USR-8090,547,Platinum
USR-8091,393,Gold
USR-8092,415,Regular
USR-8093,354,Platinum
USR-8094,775,Gold
USR-8095,529,Platinum
USR-8096,443,Silver
USR-8097,500,Regular
USR-8098,726,Platinum
USR-8099,732,Regular
USR-8100,378,Platinum
USR-8101,872,Platinum
USR-8102,636,Platinum
USR-8103,660,Regular
USR-8104,790,Silver
USR-8105,819,Regular
USR-8106,768,Regular
USR-8107,314,Silver
USR-8108,389,Regular
USR-8109,685,Silver
USR-8110,580,Platinum
USR-8111,452,Platinum
USR-8112,389,Regular
USR-8113,516,Platinum
USR-8114,520,Regular
USR-8115,771,Gold
USR-8116,894,Silver
USR-8117,771,Gold
USR-8118,674,Platinum
USR-8119,367,Gold
USR-8120,877,Silver
USR-8121,535,Platinum
USR-8122,549,Silver
USR-8123,804,Platinum
USR-8124,895,Gold
USR-8125,731,Silver
USR-8126,394,Platinum
USR-8127,366,Gold
USR-8128,320,Platinum
USR-8129,443,Gold
USR-8130,418,Gold
USR-8131,869,Gold
USR-8132,383,Platinum
USR-8133,457,Platinum
USR-8134,506,Platinum
USR-8135,567,Silver
USR-8136,835,Platinum
USR-8137,528,Regular
USR-8138,739,Gold
USR-8139,410,Regular
USR-8140,676,Gold
USR-8141,848,Gold
USR-8142,510,Regular
USR-8143,465,Gold
USR-8144,754,Silver
USR-8145,464,Regular
USR-8146,558,Regular
USR-8147,848,Platinum
USR-8148,493,Silver
USR-8149,319,Regular
USR-8150,617,Gold
USR-8151,387,Platinum
USR-8152,384,Platinum
USR-8153,628,Platinum
USR-8154,413,Platinum
USR-8155,484,Platinum
USR-8156,319,Regular
USR-8157,321,Platinum
USR-8158,511,Silver
USR-8159,722,Regular
USR-8160,573,Regular
USR-8161,677,Silver
USR-8162,523,Platinum
USR-8163,510,Regular
USR-8164,401,Regular
USR-8165,493,Platinum
USR-8166,595,Regular
USR-8167,844,Silver
USR-8168,562,Platinum
USR-8169,720,Platinum
USR-8170,827,Gold
USR-8171,522,Gold
USR-8172,705,Platinum
USR-8173,713,Silver
USR-8174,809,Gold
USR-8175,403,Gold
USR-8176,490,Gold
USR-8177,846,Gold
USR-8178,346,Gold
USR-8179,417,Gold
USR-8180,734,Gold
USR-8181,382,Platinum
USR-8182,331,Gold
USR-8183,688,Platinum
USR-8184,712,Silver
USR-8185,364,Silver
USR-8186,493,Regular
USR-8187,803,Silver
USR-8188,760,Silver
USR-8189,331,Platinum
USR-8190,885,Regular
USR-8191,873,Silver
USR-8192,880,Silver
USR-8193,760,Gold
USR-8194,753,Gold
USR-8195,631,Regular
USR-8196,528,Gold
USR-8197,644,Platinum
USR-8198,491,Gold
USR-8199,526,Gold
USR-8200,719,Silver
USR-8201,392,Silver
USR-8202,328,Regular
USR-8203,506,Regular
USR-8204,380,Gold
USR-8205,859,Platinum
USR-8206,694,Regular
USR-8207,402,Gold
USR-8208,587,Regular
USR-8209,668,Platinum
USR-8210,347,Regular
USR-8211,678,Silver
USR-8212,637,Gold
USR-8213,422,Silver
USR-8214,648,Gold
USR-8215,324,Regular
USR-8216,438,Regular
USR-8217,447,Silver
USR-8218,631,Silver
USR-8219,347,Platinum
USR-8220,327,Silver
USR-8221,743,Silver
USR-8222,446,Regular
USR-8223,356,Regular
USR-8224,515,Gold
USR-8225,712,Regular
USR-8226,887,Gold
USR-8227,787,Platinum
USR-8228,791,Gold
USR-8229,781,Gold
USR-8230,794,Platinum
USR-8231,681,Silver
USR-8232,817,Silver
USR-8233,549,Gold
USR-8234,453,Platinum
USR-8235,752,Platinum
USR-8236,746,Gold
USR-8237,884,Regular
USR-8238,513,Regular
USR-8239,433,Silver
USR-8240,484,Gold
USR-8241,489,Silver
USR-8242,567,Silver
USR-8243,799,Platinum
USR-8244,451,Silver
USR-8245,575,Gold
USR-8246,409,Gold
USR-8247,605,Platinum
USR-8248,712,Platinum
USR-8249,613,Regular
USR-8250,437,Platinum
USR-8251,335,Gold
USR-8252,863,Gold
USR-8253,320,Silver
USR-8254,884,Gold
USR-8255,721,Regular
USR-8256,387,Gold
USR-8257,750,Regular
USR-8258,590,Gold
USR-8259,479,Regular
USR-8260,728,Regular
USR-8261,315,Platinum
USR-8262,761,Silver
USR-8263,766,Silver
USR-8264,666,Regular
USR-8265,853,Regular
USR-8266,399,Gold
USR-8267,803,Platinum
USR-8268,875,Regular
USR-8269,726,Platinum
USR-8270,418,Gold
USR-8271,564,Gold
USR-8272,600,Regular
USR-8273,645,Gold
USR-8274,897,Regular
USR-8275,692,Gold
USR-8276,862,Gold
USR-8277,596,Regular
USR-8278,777,Gold
USR-8279,716,Platinum
USR-8280,768,Platinum
USR-8281,871,Silver
USR-8282,708,Platinum
USR-8283,732,Silver
USR-8284,712,Silver
USR-8285,584,Platinum
USR-8286,673,Platinum
USR-8287,532,Gold
USR-8288,440,Platinum
USR-8289,700,Silver
USR-8290,702,Regular
USR-8291,348,Regular
USR-8292,364,Platinum
USR-8293,493,Regular
USR-8294,403,Gold
USR-8295,431,Regular
USR-8296,409,Silver
USR-8297,725,Regular
USR-8298,560,Platinum
USR-8299,762,Platinum
USR-8300,497,Regular
USR-8301,747,Gold
USR-8302,719,Regular
USR-8303,784,Platinum
USR-8304,595,Platinum
USR-8305,617,Platinum
USR-8306,559,Regular
USR-8307,644,Silver
USR-8308,886,Silver
USR-8309,407,Silver
USR-8310,526,Platinum
USR-8311,509,Gold
USR-8312,570,Gold
USR-8313,805,Platinum
USR-8314,307,Gold
USR-8315,455,Regular
USR-8316,303,Silver
USR-8317,817,Regular
USR-8318,862,Silver
USR-8319,511,Platinum
USR-8320,888,Regular
USR-8321,584,Gold
USR-8322,570,Silver
USR-8323,713,Gold
USR-8324,642,Platinum
USR-8325,787,Platinum
USR-8326,588,Gold
USR-8327,401,Platinum
USR-8328,753,Platinum
USR-8329,533,Gold
USR-8330,305,Platinum
USR-8331,339,Platinum
USR-8332,466,Gold
USR-8333,756,Regular
USR-8334,862,Platinum
USR-8335,536,Regular
USR-8336,590,Silver
USR-8337,394,Silver
USR-8338,535,Silver
USR-8339,301,Platinum
USR-8340,880,Platinum
USR-8341,693,Gold
USR-8342,771,Platinum
USR-8343,703,Gold
USR-8344,796,Gold
USR-8345,843,Platinum
USR-8346,460,Silver
USR-8347,458,Gold
USR-8348,899,Platinum
USR-8349,872,Regular
USR-8350,713,Gold
USR-8351,369,Gold
USR-8352,685,Gold
USR-8353,832,Platinum
USR-8354,386,Platinum
USR-8355,598,Regular
USR-8356,701,Silver
USR-8357,622,Platinum
USR-8358,735,Regular
USR-8359,519,Gold
USR-8360,411,Gold
USR-8361,390,Regular
USR-8362,766,Silver
USR-8363,376,Silver
USR-8364,491,Gold
USR-8365,566,Silver
USR-8366,415,Platinum
USR-8367,685,Platinum
USR-8368,656,Regular
USR-8369,873,Platinum
USR-8370,576,Silver
USR-8371,303,Regular
USR-8372,599,Gold
USR-8373,428,Gold
USR-8374,406,Gold
USR-8375,528,Gold
USR-8376,728,Silver
USR-8377,720,Gold
USR-8378,727,Gold
USR-8379,387,Regular
USR-8380,332,Silver
USR-8381,644,Gold
USR-8382,812,Silver
USR-8383,557,Regular
USR-8384,727,Platinum
USR-8385,660,Gold
USR-8386,797,Gold
USR-8387,453,Platinum
USR-8388,406,Regular
USR-8389,649,Regular
USR-8390,632,Silver
USR-8391,357,Platinum
USR-8392,368,Platinum
USR-8393,555,Regular
USR-8394,488,Regular
USR-8395,361,Silver
USR-8396,498,Gold
USR-8397,616,Gold
USR-8398,807,Platinum
USR-8399,434,Gold
USR-8400,871,Regular
USR-8401,872,Silver
USR-8402,619,Platinum
USR-8403,317,Regular
USR-8404,467,Silver
USR-8405,868,Regular
USR-8406,481,Platinum
USR-8407,348,Silver
USR-8408,446,Gold
USR-8409,641,Platinum
USR-8410,764,Silver
USR-8411,748,Platinum
USR-8412,581,Silver
USR-8413,663,Silver
USR-8414,469,Platinum
USR-8415,459,Gold
USR-8416,638,Regular
USR-8417,509,Platinum
USR-8418,844,Silver
USR-8419,530,Platinum
USR-8420,375,Gold
USR-8421,308,Regular
USR-8422,595,Regular
USR-8423,509,Silver
USR-8424,408,Silver
USR-8425,390,Platinum
USR-8426,357,Platinum
USR-8427,384,Gold
USR-8428,813,Platinum
USR-8429,411,Platinum
USR-8430,508,Regular
USR-8431,891,Gold
USR-8432,401,Gold
USR-8433,637,Gold
USR-8434,775,Silver
USR-8435,580,Gold
USR-8436,689,Regular
USR-8437,495,Silver
USR-8438,370,Gold
USR-8439,574,Platinum
USR-8440,561,Gold
USR-8441,560,Silver
USR-8442,304,Platinum
USR-8443,430,Regular
USR-8444,793,Gold
USR-8445,524,Silver
USR-8446,793,Platinum
USR-8447,453,Gold
USR-8448,723,Platinum
USR-8449,423,Platinum
USR-8450,356,Regular
USR-8451,530,Platinum
USR-8452,558,Platinum
USR-8453,408,Gold
USR-8454,582,Regular
USR-8455,845,Gold
USR-8456,703,Regular
USR-8457,895,Silver
USR-8458,506,Platinum
USR-8459,736,Platinum
USR-8460,465,Gold
USR-8461,520,Silver
USR-8462,600,Gold
USR-8463,588,Gold
USR-8464,495,Gold
USR-8465,535,Regular
USR-8466,561,Gold
USR-8467,538,Platinum
USR-8468,403,Regular
USR-8469,634,Regular
USR-8470,432,Platinum
USR-8471,409,Platinum
USR-8472,624,Silver
USR-8473,380,Gold
USR-8474,570,Gold
USR-8475,637,Regular
USR-8476,553,Regular
USR-8477,826,Gold
USR-8478,657,Regular
USR-8479,428,Platinum
USR-8480,641,Silver
USR-8481,897,Regular
USR-8482,881,Regular
USR-8483,600,Regular
USR-8484,808,Silver
USR-8485,645,Gold
USR-8486,861,Gold
USR-8487,494,Gold
USR-8488,566,Regular
USR-8489,393,Platinum
USR-8490,633,Silver
USR-8491,589,Platinum
USR-8492,636,Platinum
USR-8493,662,Regular
USR-8494,374,Gold
USR-8495,359,Silver
USR-8496,342,Silver
USR-8497,303,Platinum
USR-8498,797,Gold
USR-8499,678,Gold
USR-8500,735,Platinum
USR-8501,492,Regular
USR-8502,309,Platinum
USR-8503,860,Platinum
USR-8504,844,Regular
USR-8505,504,Regular
USR-8506,869,Platinum
USR-8507,466,Regular
USR-8508,554,Silver
USR-8509,376,Regular
USR-8510,437,Regular
USR-8511,418,Gold
USR-8512,535,Regular
USR-8513,602,Platinum
USR-8514,348,Regular
USR-8515,544,Platinum
USR-8516,675,Gold
USR-8517,343,Regular
USR-8518,878,Silver
USR-8519,536,Gold
USR-8520,869,Silver
USR-8521,734,Silver
USR-8522,593,Regular
USR-8523,387,Silver
USR-8524,309,Silver
USR-8525,397,Platinum
USR-8526,829,Gold
USR-8527,896,Gold
USR-8528,770,Platinum
USR-8529,682,Platinum
USR-8530,639,Platinum
USR-8531,770,Platinum
USR-8532,512,Regular
USR-8533,460,Platinum
USR-8534,448,Regular
USR-8535,359,Gold
USR-8536,629,Gold
USR-8537,666,Regular
USR-8538,535,Platinum
USR-8539,715,Gold
USR-8540,708,Silver
USR-8541,421,Gold
USR-8542,604,Silver
USR-8543,484,Regular
USR-8544,325,Silver
USR-8545,425,Silver
USR-8546,541,Regular
USR-8547,443,Silver
USR-8548,428,Gold
USR-8549,708,Platinum
USR-8550,869,Regular
USR-8551,672,Regular
USR-8552,679,Platinum
USR-8553,342,Regular
USR-8554,841,Platinum
USR-8555,382,Gold
USR-8556,880,Silver
USR-8557,650,Silver
USR-8558,422,Regular
USR-8559,530,Regular
USR-8560,823,Platinum
USR-8561,598,Regular
USR-8562,699,Silver
USR-8563,457,Platinum
USR-8564,691,Gold
USR-8565,850,Silver
USR-8566,808,Regular
USR-8567,686,Regular
USR-8568,818,Silver
USR-8569,810,Silver
USR-8570,858,Platinum
USR-8571,466,Regular
USR-8572,874,Gold
USR-8573,518,Gold
USR-8574,464,Gold
USR-8575,786,Platinum
USR-8576,767,Platinum
USR-8577,340,Regular
USR-8578,493,Platinum
USR-8579,455,Platinum
USR-8580,767,Silver
USR-8581,645,Gold
USR-8582,770,Gold
USR-8583,335,Silver
USR-8584,548,Gold
USR-8585,346,Silver
USR-8586,665,Silver
USR-8587,486,Platinum
USR-8588,790,Gold
USR-8589,678,Gold
USR-8590,397,Platinum
USR-8591,710,Regular
USR-8592,673,Gold
USR-8593,610,Regular
USR-8594,677,Regular
USR-8595,809,Gold
USR-8596,890,Gold
USR-8597,635,Regular
USR-8598,348,Gold
USR-8599,842,Regular
USR-8600,880,Regular
USR-8601,574,Silver
USR-8602,522,Gold
USR-8603,308,Platinum
USR-8604,646,Gold
USR-8605,896,Platinum
USR-8606,767,Platinum
USR-8607,528,Silver
USR-8608,838,Silver
USR-8609,393,Platinum
USR-8610,502,Gold
USR-8611,598,Gold
USR-8612,636,Gold
USR-8613,698,Gold
USR-8614,499,Gold
USR-8615,426,Platinum
USR-8616,615,Gold
USR-8617,380,Silver
USR-8618,595,Silver
USR-8619,511,Regular
USR-8620,735,Regular
USR-8621,769,Regular
USR-8622,514,Silver
USR-8623,431,Silver
USR-8624,635,Silver
USR-8625,884,Silver
USR-8626,667,Regular
USR-8627,304,Platinum
USR-8628,803,Platinum
USR-8629,332,Platinum
USR-8630,559,Gold
USR-8631,485,Gold
USR-8632,582,Platinum
USR-8633,631,Regular
USR-8634,850,Silver
USR-8635,894,Platinum
USR-8636,695,Silver
USR-8637,719,Platinum
USR-8638,629,Gold
USR-8639,336,Silver
USR-8640,765,Gold
USR-8641,870,Regular
USR-8642,828,Platinum
USR-8643,795,Gold
USR-8644,852,Gold
USR-8645,417,Silver
USR-8646,352,Silver
USR-8647,334,Regular
USR-8648,489,Platinum
USR-8649,548,Gold
USR-8650,579,Silver
USR-8651,866,Gold
USR-8652,687,Regular
USR-8653,433,Platinum
USR-8654,391,Gold
USR-8655,548,Silver
USR-8656,353,Platinum
USR-8657,501,Gold
USR-8658,402,Silver
USR-8659,748,Platinum
USR-8660,467,Regular
USR-8661,729,Regular
USR-8662,710,Platinum
USR-8663,568,Regular
USR-8664,669,Regular
USR-8665,391,Platinum
USR-8666,538,Regular
USR-8667,649,Platinum
USR-8668,695,Regular
USR-8669,687,Gold
USR-8670,368,Gold
USR-8671,831,Silver
USR-8672,833,Regular
USR-8673,629,Regular
USR-8674,466,Platinum
USR-8675,398,Gold
USR-8676,446,Regular
USR-8677,566,Regular
USR-8678,617,Silver
USR-8679,768,Gold
USR-8680,649,Gold
USR-8681,670,Silver
USR-8682,655,Silver
USR-8683,653,Gold
USR-8684,549,Silver
USR-8685,475,Silver
USR-8686,628,Gold
USR-8687,634,Regular
USR-8688,799,Platinum
USR-8689,379,Platinum
USR-8690,693,Regular
USR-8691,382,Gold
USR-8692,335,Gold
USR-8693,876,Regular
USR-8694,539,Silver
USR-8695,568,Platinum
USR-8696,742,Gold
USR-8697,598,Regular
USR-8698,405,Silver
USR-8699,472,Silver
USR-8700,735,Regular
USR-8701,837,Silver
USR-8702,612,Silver
USR-8703,874,Gold
USR-8704,749,Gold
USR-8705,668,Gold
USR-8706,763,Gold
USR-8707,528,Regular
USR-8708,515,Platinum
USR-8709,446,Platinum
USR-8710,523,Gold
USR-8711,741,Regular
USR-8712,785,Silver
USR-8713,470,Silver
USR-8714,646,Gold
USR-8715,830,Silver
USR-8716,510,Platinum
USR-8717,448,Regular
USR-8718,745,Platinum
USR-8719,594,Platinum
USR-8720,763,Silver
USR-8721,756,Gold
USR-8722,865,Gold
USR-8723,719,Silver
USR-8724,835,Platinum
USR-8725,611,Regular
USR-8726,485,Gold
USR-8727,433,Gold
USR-8728,400,Gold
USR-8729,771,Silver
USR-8730,856,Platinum
USR-8731,648,Platinum
USR-8732,765,Regular
USR-8733,666,Silver
USR-8734,580,Regular
USR-8735,881,Regular
USR-8736,413,Silver
USR-8737,668,Platinum
USR-8738,337,Gold
USR-8739,592,Gold
USR-8740,502,Gold
USR-8741,572,Regular
USR-8742,618,Platinum
USR-8743,497,Regular
USR-8744,473,Platinum
USR-8745,656,Regular
USR-8746,534,Gold
USR-8747,311,Regular
USR-8748,506,Platinum
USR-8749,524,Regular
USR-8750,343,Gold
USR-8751,380,Silver
USR-8752,377,Silver
USR-8753,887,Platinum
USR-8754,613,Regular
USR-8755,713,Platinum
USR-8756,649,Silver
USR-8757,475,Silver
USR-8758,425,Platinum
USR-8759,718,Regular
USR-8760,550,Platinum
USR-8761,753,Gold
USR-8762,354,Platinum
USR-8763,776,Silver
USR-8764,465,Platinum
USR-8765,403,Platinum
USR-8766,512,Gold
USR-8767,751,Regular
USR-8768,834,Silver
USR-8769,678,Silver
USR-8770,854,Silver
USR-8771,729,Regular
USR-8772,337,Silver
USR-8773,845,Gold
USR-8774,686,Platinum
USR-8775,578,Gold
USR-8776,423,Platinum
USR-8777,303,Regular
USR-8778,831,Platinum
USR-8779,676,Silver
USR-8780,856,Platinum
USR-8781,862,Silver
USR-8782,743,Platinum
USR-8783,434,Silver
USR-8784,702,Platinum
USR-8785,571,Regular
USR-8786,606,Gold
USR-8787,862,Silver
USR-8788,762,Gold
USR-8789,352,Silver
USR-8790,847,Silver
USR-8791,409,Gold
USR-8792,810,Gold
USR-8793,623,Platinum
USR-8794,683,Silver
USR-8795,616,Regular
USR-8796,830,Regular
USR-8797,838,Gold
USR-8798,839,Gold
USR-8799,675,Silver
USR-8800,533,Platinum
USR-8801,887,Platinum
USR-8802,512,Regular
USR-8803,627,Gold
USR-8804,446,Gold
USR-8805,335,Gold
USR-8806,488,Gold
USR-8807,790,Regular
USR-8808,790,Regular
USR-8809,846,Silver
USR-8810,424,Platinum
USR-8811,453,Silver
USR-8812,484,Platinum
USR-8813,448,Gold
USR-8814,729,Silver
USR-8815,393,Regular
USR-8816,304,Platinum
USR-8817,328,Silver
USR-8818,487,Silver
USR-8819,706,Regular
USR-8820,466,Gold
USR-8821,368,Platinum
USR-8822,627,Regular
USR-8823,877,Silver
USR-8824,845,Platinum
USR-8825,590,Gold
USR-8826,561,Platinum
USR-8827,380,Regular
USR-8828,824,Gold
USR-8829,490,Silver
USR-8830,861,Gold
USR-8831,374,Platinum
USR-8832,518,Regular
USR-8833,615,Gold
USR-8834,774,Platinum
USR-8835,674,Regular
USR-8836,728,Platinum
USR-8837,308,Regular
USR-8838,791,Platinum
USR-8839,515,Gold
USR-8840,537,Regular
USR-8841,303,Regular
USR-8842,478,Regular
USR-8843,609,Regular
USR-8844,440,Platinum
USR-8845,527,Platinum
USR-8846,810,Platinum
USR-8847,889,Regular
USR-8848,430,Silver
USR-8849,308,Regular
USR-8850,671,Silver
USR-8851,515,Platinum
USR-8852,641,Platinum
USR-8853,540,Regular
USR-8854,847,Platinum
USR-8855,648,Platinum
USR-8856,879,Regular
USR-8857,463,Regular
USR-8858,731,Platinum
USR-8859,786,Regular
USR-8860,657,Platinum
USR-8861,318,Gold
USR-8862,883,Regular
USR-8863,506,Gold
USR-8864,464,Platinum
USR-8865,341,Gold
USR-8866,794,Gold
USR-8867,610,Gold
USR-8868,487,Platinum
USR-8869,637,Regular
USR-8870,556,Platinum
USR-8871,567,Platinum
USR-8872,893,Gold
USR-8873,748,Gold
USR-8874,587,Silver
USR-8875,425,Regular
USR-8876,754,Platinum
USR-8877,781,Regular
USR-8878,668,Gold
USR-8879,564,Silver
USR-8880,655,Silver
USR-8881,609,Gold
USR-8882,706,Regular
USR-8883,666,Gold
USR-8884,540,Regular
USR-8885,769,Regular
USR-8886,490,Platinum
USR-8887,598,Silver
USR-8888,616,Platinum
USR-8889,764,Regular
USR-8890,735,Platinum
USR-8891,556,Platinum
USR-8892,763,Regular
USR-8893,576,Silver
USR-8894,873,Silver
USR-8895,851,Platinum
USR-8896,349,Gold
USR-8897,817,Silver
USR-8898,739,Silver
USR-8899,767,Gold
USR-8900,743,Regular
USR-8901,738,Regular
USR-8902,824,Platinum
USR-8903,582,Regular
USR-8904,470,Platinum
USR-8905,869,Silver
USR-8906,668,Platinum
USR-8907,641,Silver
USR-8908,666,Gold
USR-8909,442,Silver
USR-8910,476,Silver
USR-8911,451,Gold
USR-8912,369,Platinum
USR-8913,655,Regular
USR-8914,777,Silver
USR-8915,509,Platinum
USR-8916,509,Gold
USR-8917,794,Platinum
USR-8918,528,Silver
USR-8919,359,Gold
USR-8920,331,Regular
USR-8921,535,Silver
USR-8922,882,Regular
USR-8923,472,Regular
USR-8924,691,Platinum
USR-8925,305,Gold
USR-8926,397,Silver
USR-8927,646,Gold
USR-8928,518,Regular
USR-8929,331,Gold
USR-8930,614,Platinum
USR-8931,674,Regular
USR-8932,701,Gold
USR-8933,530,Platinum
USR-8934,481,Gold
USR-8935,859,Gold
USR-8936,321,Regular
USR-8937,384,Silver
USR-8938,703,Gold
USR-8939,667,Platinum
USR-8940,435,Regular
USR-8941,827,Gold
USR-8942,527,Gold
USR-8943,800,Gold
USR-8944,688,Platinum
USR-8945,320,Silver
USR-8946,666,Silver
USR-8947,442,Silver
USR-8948,551,Platinum
USR-8949,834,Gold
USR-8950,801,Regular
USR-8951,505,Silver
USR-8952,326,Silver
USR-8953,894,Gold
USR-8954,765,Platinum
USR-8955,734,Silver
USR-8956,818,Platinum
USR-8957,312,Silver
USR-8958,784,Platinum
USR-8959,492,Regular
USR-8960,347,Silver
USR-8961,305,Platinum
USR-8962,677,Platinum
USR-8963,784,Silver
USR-8964,470,Regular
USR-8965,411,Regular
USR-8966,581,Silver
USR-8967,402,Silver
USR-8968,752,Silver
USR-8969,310,Platinum
USR-8970,858,Silver
USR-8971,460,Silver
USR-8972,432,Silver
USR-8973,391,Regular
USR-8974,362,Regular
USR-8975,378,Regular
USR-8976,500,Silver
USR-8977,852,Platinum
USR-8978,435,Platinum
USR-8979,346,Platinum
USR-8980,572,Silver
USR-8981,876,Gold
USR-8982,717,Silver
USR-8983,355,Regular
USR-8984,352,Platinum
USR-8985,415,Regular
USR-8986,326,Platinum
USR-8987,451,Platinum
USR-8988,751,Platinum
USR-8989,463,Regular
USR-8990,522,Platinum
USR-8991,389,Regular
USR-8992,312,Platinum
USR-8993,389,Gold
USR-8994,579,Regular
USR-8995,556,Platinum
USR-8996,677,Silver
USR-8997,592,Regular
USR-8998,477,Silver
USR-8999,844,Platinum
USR-9000,381,Regular
USR-9001,331,Platinum
USR-9002,346,Regular
USR-9003,621,Silver
USR-9004,892,Regular
USR-9005,712,Platinum
USR-9006,421,Platinum
USR-9007,548,Regular
USR-9008,354,Gold
USR-9009,637,Platinum
USR-9010,850,Platinum
USR-9011,722,Platinum
USR-9012,592,Regular
USR-9013,878,Regular
USR-9014,803,Platinum
USR-9015,527,Silver
USR-9016,668,Platinum
USR-9017,321,Gold
USR-9018,303,Gold
USR-9019,887,Platinum
USR-9020,438,Platinum
USR-9021,349,Regular
USR-9022,557,Gold
USR-9023,900,Gold
USR-9024,835,Regular
USR-9025,446,Regular
USR-9026,460,Regular
USR-9027,900,Gold
USR-9028,849,Gold
USR-9029,605,Platinum
USR-9030,831,Platinum
USR-9031,660,Silver
USR-9032,876,Platinum
USR-9033,409,Gold
USR-9034,719,Platinum
USR-9035,357,Platinum
USR-9036,823,Regular
USR-9037,547,Platinum
USR-9038,508,Gold
USR-9039,588,Gold
USR-9040,433,Gold
USR-9041,707,Gold
USR-9042,754,Gold
USR-9043,365,Silver
USR-9044,321,Silver
USR-9045,877,Regular
USR-9046,701,Platinum
USR-9047,800,Platinum
USR-9048,749,Platinum
USR-9049,593,Gold
USR-9050,676,Regular
USR-9051,827,Regular
USR-9052,649,Silver
USR-9053,373,Regular
USR-9054,476,Silver
USR-9055,868,Gold
USR-9056,427,Platinum
USR-9057,458,Regular
USR-9058,400,Gold
USR-9059,338,Silver
USR-9060,327,Gold
USR-9061,573,Platinum
USR-9062,884,Platinum
USR-9063,340,Platinum
USR-9064,472,Silver
USR-9065,766,Platinum
USR-9066,772,Regular
USR-9067,515,Regular
USR-9068,601,Platinum
USR-9069,602,Regular
USR-9070,313,Silver
USR-9071,770,Regular
USR-9072,510,Regular
USR-9073,636,Gold
USR-9074,532,Silver
USR-9075,575,Gold
USR-9076,421,Regular
USR-9077,736,Regular
USR-9078,312,Platinum
USR-9079,501,Regular
USR-9080,617,Regular
USR-9081,647,Platinum
USR-9082,477,Regular
USR-9083,396,Silver
USR-9084,883,Gold
USR-9085,343,Regular
USR-9086,377,Silver
USR-9087,535,Platinum
USR-9088,591,Regular
USR-9089,486,Regular
USR-9090,426,Platinum
USR-9091,688,Platinum
USR-9092,610,Regular
USR-9093,424,Silver
USR-9094,334,Regular
USR-9095,576,Regular
USR-9096,894,Gold
USR-9097,652,Silver
USR-9098,663,Regular
USR-9099,627,Silver
USR-9100,453,Regular
USR-9101,443,Silver
USR-9102,690,Platinum
USR-9103,456,Regular
USR-9104,380,Platinum
USR-9105,539,Platinum
USR-9106,870,Gold
USR-9107,395,Regular
USR-9108,426,Platinum
USR-9109,614,Regular
USR-9110,722,Silver
USR-9111,814,Platinum
USR-9112,827,Platinum
USR-9113,835,Gold
USR-9114,582,Regular
USR-9115,555,Silver
USR-9116,875,Platinum
USR-9117,747,Platinum
USR-9118,801,Platinum
USR-9119,715,Platinum
USR-9120,827,Silver
USR-9121,850,Regular
USR-9122,866,Regular
USR-9123,647,Silver
USR-9124,713,Regular
USR-9125,838,Regular
USR-9126,314,Regular
USR-9127,766,Gold
USR-9128,558,Platinum
USR-9129,881,Platinum
USR-9130,500,Silver
USR-9131,313,Gold
USR-9132,740,Silver
USR-9133,431,Platinum
USR-9134,342,Silver
USR-9135,379,Silver
USR-9136,309,Platinum
USR-9137,360,Gold
USR-9138,547,Platinum
USR-9139,743,Silver
USR-9140,759,Regular
USR-9141,606,Platinum
USR-9142,855,Gold
USR-9143,693,Regular
USR-9144,551,Gold
USR-9145,592,Silver
USR-9146,348,Platinum
USR-9147,654,Silver
USR-9148,319,Regular
USR-9149,899,Regular
USR-9150,385,Platinum
USR-9151,439,Gold
USR-9152,473,Regular
USR-9153,312,Silver
USR-9154,885,Regular
USR-9155,667,Regular
USR-9156,318,Silver
USR-9157,887,Gold
USR-9158,427,Platinum
USR-9159,593,Regular
USR-9160,340,Regular
USR-9161,486,Gold
USR-9162,679,Silver
USR-9163,839,Gold
USR-9164,535,Silver
USR-9165,543,Silver
USR-9166,460,Silver
USR-9167,437,Gold
USR-9168,833,Silver
USR-9169,681,Silver
USR-9170,616,Platinum
USR-9171,466,Platinum
USR-9172,334,Regular
USR-9173,778,Silver
USR-9174,679,Gold
USR-9175,544,Regular
USR-9176,343,Platinum
USR-9177,565,Platinum
USR-9178,572,Platinum
USR-9179,312,Silver
USR-9180,505,Platinum
USR-9181,851,Platinum
USR-9182,764,Silver
USR-9183,488,Platinum
USR-9184,543,Platinum
USR-9185,467,Platinum
USR-9186,319,Gold
USR-9187,646,Platinum
USR-9188,765,Platinum
USR-9189,578,Regular
USR-9190,302,Regular
USR-9191,699,Platinum
USR-9192,898,Silver
USR-9193,398,Silver
USR-9194,715,Regular
USR-9195,787,Gold
USR-9196,773,Silver
USR-9197,822,Gold
USR-9198,428,Regular
USR-9199,603,Gold
USR-9200,886,Regular
USR-9201,793,Platinum
USR-9202,745,Platinum
USR-9203,899,Gold
USR-9204,632,Platinum
USR-9205,379,Silver
USR-9206,573,Regular
USR-9207,738,Silver
USR-9208,502,Platinum
USR-9209,415,Platinum
USR-9210,835,Silver
USR-9211,581,Regular
USR-9212,567,Silver
